Frame,tl_x,tl_y,tr_x,tr_y,br_x,br_y,bl_x,bl_y,ball_x,ball_y,vis_near,vis_far,near_x1,near_y1,near_x2,near_y2,far_x1,far_y1,far_x2,far_y2,near_pose0_x,near_pose0_y,near_pose1_x,near_pose1_y,near_pose2_x,near_pose2_y,near_pose3_x,near_pose3_y,near_pose4_x,near_pose4_y,near_pose5_x,near_pose5_y,near_pose6_x,near_pose6_y,near_pose7_x,near_pose7_y,near_pose8_x,near_pose8_y,near_pose9_x,near_pose9_y,near_pose10_x,near_pose10_y,near_pose11_x,near_pose11_y,near_pose12_x,near_pose12_y,near_pose13_x,near_pose13_y,near_pose14_x,near_pose14_y,near_pose15_x,near_pose15_y,near_pose16_x,near_pose16_y,far_pose0_x,far_pose0_y,far_pose1_x,far_pose1_y,far_pose2_x,far_pose2_y,far_pose3_x,far_pose3_y,far_pose4_x,far_pose4_y,far_pose5_x,far_pose5_y,far_pose6_x,far_pose6_y,far_pose7_x,far_pose7_y,far_pose8_x,far_pose8_y,far_pose9_x,far_pose9_y,far_pose10_x,far_pose10_y,far_pose11_x,far_pose11_y,far_pose12_x,far_pose12_y,far_pose13_x,far_pose13_y,far_pose14_x,far_pose14_y,far_pose15_x,far_pose15_y,far_pose16_x,far_pose16_y
0,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47578125,0.48333333333333334,1,1,0.535387372970581,0.5986795637342665,0.6007884979248047,0.867661624484592,0.4535737991333007,0.4431109958224826,0.4979357719421386,0.6399439917670355,0.5658716201782227,0.6241592407226563,0.5658716201782227,0.6189057244194879,0.5643940448760987,0.6189057244194879,0.5555286884307862,0.6189057244194879,0.5688267230987549,0.6215325249565973,0.5496184349060058,0.6504270765516493,0.5747370243072509,0.6478002760145399,0.5407530784606933,0.6845751444498698,0.595422887802124,0.6556805928548177,0.5422306060791016,0.7055893792046442,0.5909902095794678,0.6320396423339844,0.5555286884307862,0.7213500128851996,0.5703042984008789,0.7213500128851996,0.5584837913513183,0.7791391160753038,0.5703042984008789,0.7791391160753038,0.5599613666534424,0.8316747029622396,0.5658716201782227,0.8395550198025173,0.4817015647888183,0.4656006707085503,0.4827827930450439,0.4617562611897786,0.4795391082763672,0.4617562611897786,0.4860265254974365,0.4636784871419271,0.4762953758239746,0.4636784871419271,0.4903514862060547,0.480978266398112,0.4741329193115234,0.4848226335313585,0.4957576274871826,0.4886670430501302,0.4654830455780029,0.4982780032687717,0.4827827930450439,0.480978266398112,0.4568331241607666,0.5021224127875434,0.4881889820098877,0.5386441548665365,0.4762953758239746,0.5386441548665365,0.4871077537536621,0.5828547159830729,0.4784578800201416,0.5809324900309245,0.4871077537536621,0.6193764156765408,0.4827827930450439,0.6174542321099176
1,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47578125,0.47638888888888886,1,1,0.5354526996612549,0.5988508436414931,0.6006501674652099,0.8676361931694878,0.4537289142608642,0.4425198872884114,0.4981120586395263,0.6399311065673828,0.5658367156982422,0.6243119133843316,0.5658367156982422,0.6190622117784288,0.564360237121582,0.6190622117784288,0.5555013656616211,0.6190622117784288,0.5687896728515625,0.6190622117784288,0.5495954513549804,0.6505604214138455,0.5746955871582031,0.6479355706108941,0.5407364845275879,0.6846835666232639,0.595366382598877,0.6558101230197483,0.542212963104248,0.7056824578179254,0.5909369468688965,0.6321864657931857,0.5555013656616211,0.7214315626356337,0.5702661514282227,0.7214315626356337,0.5584543228149415,0.7791784498426649,0.5702661514282227,0.7791784498426649,0.5599308013916016,0.8316756354437934,0.5673131942749023,0.8395501878526476,0.4808003425598144,0.46507568359375,0.4829691886901855,0.4631478203667534,0.4786315441131591,0.4631478203667534,0.4862224102020264,0.46507568359375,0.476462697982788,0.46507568359375,0.4905600547790527,0.4804984198676215,0.474293851852417,0.4843541039360894,0.4959821224212646,0.4862819671630859,0.4656185626983642,0.4978490193684896,0.481884765625,0.4804984198676215,0.4569432735443115,0.4997768825954861,0.4883912563323974,0.5383337656656901,0.476462697982788,0.5383337656656901,0.4873068332672119,0.5826741536458333,0.4786315441131591,0.5807463328043619,0.4873068332672119,0.6193031734890408,0.4829691886901855,0.6173753950330946
2,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47578125,0.4736111111111111,1,1,0.5354548931121826,0.5988297356499566,0.6007225990295411,0.8675591362847223,0.4538254737854004,0.4422277238633897,0.4977191448211669,0.639924579196506,0.5658744812011719,0.624285634358724,0.5658744812011719,0.6190369500054254,0.5643982887268066,0.6190369500054254,0.5555412292480468,0.6190369500054254,0.5688268184661865,0.6190369500054254,0.5496365547180175,0.6505287170410157,0.5747314929962158,0.6479043748643664,0.5407794952392578,0.6846447414822049,0.59539794921875,0.6557773166232639,0.5422556877136231,0.7056392245822483,0.5909694194793701,0.6321585761176215,0.5555412292480468,0.7213851081000434,0.5703029632568359,0.7213851081000434,0.5584936141967773,0.779119873046875,0.5703029632568359,0.779119873046875,0.5599697589874267,0.8316061231825087,0.5673506259918213,0.8394790649414062,0.4806591987609863,0.4648161146375868,0.4828311443328857,0.4628855387369792,0.4784872055053711,0.4609548780653212,0.4860890865325927,0.4648161146375868,0.4763152599334717,0.4628855387369792,0.4904330253601074,0.4821918063693576,0.4741433143615722,0.4841224670410156,0.4958629131317139,0.4860531277126736,0.465455436706543,0.4976369222005208,0.4806591987609863,0.478330569797092,0.4567676067352295,0.4976369222005208,0.488261079788208,0.5381802029079861,0.4763152599334717,0.5381802029079861,0.4871750831604003,0.5825848049587674,0.4784872055053711,0.5825848049587674,0.4871750831604003,0.619266849093967,0.4828311443328857,0.617336188422309
3,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47578125,0.475,1,1,0.5354423999786377,0.5988410949707031,0.6006545066833496,0.8676031324598524,0.4538008689880371,0.4421847449408637,0.4976694583892822,0.6398687574598524,0.5658339500427246,0.6242999606662326,0.5658339500427246,0.6190506829155816,0.5643575668334961,0.6190506829155816,0.5554994583129883,0.6190506829155816,0.56878662109375,0.6190506829155816,0.5495940208435058,0.6505462646484375,0.5746920585632325,0.6479216681586372,0.540735912322998,0.6846664428710938,0.5953609943389893,0.6557955423990885,0.5422122478485107,0.7056634691026475,0.5909319400787354,0.632173834906684,0.5554994583129883,0.7214113023546007,0.5702630043029785,0.7214113023546007,0.5584521770477295,0.7791531032986111,0.5702630043029785,0.7791531032986111,0.5599285125732422,0.8316457112630208,0.5673102855682373,0.8368949890136719,0.4806218147277832,0.4647716946072048,0.4827936172485351,0.4628411187065972,0.4784499168395996,0.4628411187065972,0.4860513687133789,0.4647716946072048,0.4762781143188476,0.4628411187065972,0.4903949737548828,0.4821461995442708,0.4741063117980957,0.4840767754448785,0.4958245277404785,0.4860072665744357,0.4654190063476562,0.4975902981228298,0.4806218147277832,0.4782852172851562,0.4567317008972168,0.4975902981228298,0.4882231712341308,0.5381309509277343,0.4762781143188476,0.5381309509277343,0.4871372222900391,0.5825326707628038,0.4784499168395996,0.5825326707628038,0.4871372222900391,0.621142832438151,0.4827936172485351,0.6172817654079861
4,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47578125,0.4736111111111111,1,1,0.5354716300964355,0.5988661448160807,0.6006280422210694,0.8677252027723524,0.4536611557006836,0.4420833163791232,0.497573709487915,0.6401229434543185,0.5658344745635986,0.6243342929416232,0.5658344745635986,0.6190831502278645,0.5643576145172119,0.6190831502278645,0.5554962635040284,0.6190831502278645,0.5687882423400878,0.6190831502278645,0.5495887279510498,0.6505900065104167,0.5761726856231689,0.6479644775390625,0.5407274246215821,0.6847225613064236,0.5953722476959229,0.6558411492241754,0.5422042846679688,0.7057271321614583,0.5909415721893311,0.6322109646267361,0.5554962635040284,0.7214806450737847,0.5702651500701904,0.7214806450737847,0.5584500312805176,0.7792432996961806,0.5702651500701904,0.7792432996961806,0.5599269390106201,0.8317548116048177,0.5673113822937011,0.8370059543185764,0.480512809753418,0.4647108713785807,0.4826885223388671,0.4627769046359592,0.4783370494842529,0.4608428955078125,0.485952091217041,0.4647108713785807,0.4761613368988037,0.4627769046359592,0.4903035640716552,0.48211669921875,0.4739856243133545,0.4840506659613715,0.4946550369262695,0.4859846750895182,0.465282678604126,0.4975885603162977,0.480512809753418,0.4782487233479818,0.4565797805786132,0.4975885603162977,0.4881278514862061,0.5382021162245009,0.4761613368988037,0.5382021162245009,0.4870399951934814,0.5826836903889974,0.4783370494842529,0.5826836903889974,0.4870399951934814,0.6194293128119575,0.4826885223388671,0.617495346069336
5,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47421875,0.4736111111111111,1,1,0.5354736328125,0.59869507683648,0.6006783008575439,0.867569817437066,0.4533558368682861,0.4420330471462673,0.4974974155426025,0.6400166405571832,0.5658604621887207,0.6241645812988281,0.5658604621887207,0.6189131842719184,0.5643835067749023,0.6189131842719184,0.5555216789245605,0.6189131842719184,0.5688144207000733,0.6189131842719184,0.5496137619018555,0.6504219055175782,0.5761992931365967,0.6477962070041232,0.5407519340515137,0.684556410047743,0.5953999042510987,0.6582990858289931,0.542228889465332,0.705562252468533,0.5909689903259278,0.6320417616102431,0.5555216789245605,0.7213166130913629,0.5702913761138916,0.7213166130913629,0.5584755897521972,0.7790826585557725,0.5702913761138916,0.7790826585557725,0.5599525928497314,0.8315973069932726,0.5673374176025391,0.8368487887912326,0.4803206443786621,0.4646542443169488,0.4824957370758057,0.4627207862006293,0.4781455039978027,0.4607873704698351,0.4857583999633789,0.4646542443169488,0.4759704113006592,0.4627207862006293,0.4901086330413818,0.4820551554361979,0.4737953186035156,0.4839885711669922,0.4944588661193848,0.4859220292833116,0.4661824226379394,0.4975226084391276,0.4803206443786621,0.4781882815890842,0.4574819564819335,0.4955891927083333,0.4879335403442383,0.5381247202555338,0.4759704113006592,0.5381247202555338,0.4868459701538086,0.5825936635335286,0.4792330741882324,0.5825936635335286,0.4868459701538086,0.6193289438883464,0.4824957370758057,0.617395485772027
6,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.475,0.4722222222222222,1,1,0.5354914188385009,0.5986860487196181,0.6007112026214599,0.8674434238009983,0.4530750751495361,0.4424479590521918,0.4974049091339111,0.6399894714355469,0.5658868312835693,0.624144532945421,0.5658868312835693,0.6188953399658204,0.5644104957580567,0.6188953399658204,0.5555525302886963,0.6188953399658204,0.5688394546508789,0.6188953399658204,0.5496471881866455,0.6503904130723741,0.5747447967529297,0.6477658165825738,0.5407892227172851,0.684509997897678,0.59541335105896,0.6582641177707248,0.5422655582427979,0.7055066850450303,0.5909843921661377,0.632018322414822,0.5555525302886963,0.7212541368272569,0.5703157901763916,0.7212541368272569,0.5570288181304932,0.7789950052897135,0.5703157901763916,0.7789950052897135,0.5599814891815186,0.8314866807725695,0.5673631191253662,0.8367358737521702,0.4801230430603027,0.4650186326768663,0.4822933197021484,0.461160405476888,0.477952766418457,0.461160405476888,0.4855486869812012,0.4650186326768663,0.4757825374603271,0.4630895402696398,0.4898891925811767,0.4804515838623047,0.4736122608184814,0.484309811062283,0.4942296981811523,0.4862389458550347,0.4660163879394531,0.495884535047743,0.4790379047393799,0.4765933566623264,0.458420467376709,0.495884535047743,0.4877189636230469,0.5383250766330295,0.4757825374603271,0.5383250766330295,0.486633825302124,0.5826947530110677,0.4790379047393799,0.5826947530110677,0.486633825302124,0.6193479749891493,0.4822933197021484,0.6174188401963976
7,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47421875,0.4736111111111111,1,1,0.5354979515075684,0.5986801571316189,0.600732421875,0.867509290907118,0.4528515338897705,0.4427225324842665,0.4972660064697266,0.6400049421522352,0.5659001350402832,0.6241453806559245,0.5659001350402832,0.6188948313395183,0.5644233703613282,0.6188948313395183,0.5555630683898926,0.6188948313395183,0.5688535690307617,0.6188948313395183,0.5496562004089356,0.650398212009006,0.5747604370117188,0.647772937350803,0.5407958030700684,0.6845269521077474,0.5954345703125,0.6582741207546658,0.5422725677490234,0.7055292341444227,0.5910043716430664,0.6346465640597874,0.5555630683898926,0.7212809244791667,0.5703302383422851,0.7212809244791667,0.557039737701416,0.7790371365017361,0.5703302383422851,0.7790371365017361,0.5599931716918946,0.8315427992078993,0.5659001350402832,0.8367935180664062,0.4799354076385498,0.4652635786268446,0.4821028232574463,0.4614103953043619,0.4777679920196533,0.4614103953043619,0.485353946685791,0.4633369869656033,0.4756005764007568,0.4633369869656033,0.4896887302398681,0.48067626953125,0.4734331607818604,0.4826028611924913,0.4940235614776611,0.4845294528537326,0.4658472537994385,0.4960889604356553,0.4788516998291016,0.4768230862087673,0.4582612991333007,0.494162368774414,0.4875213146209717,0.5384738498263889,0.4756005764007568,0.5384738498263889,0.4875213146209717,0.5827853308783637,0.4788516998291016,0.5827853308783637,0.4875213146209717,0.6193904452853732,0.4831865310668945,0.6174638536241319
8,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.47421875,0.4736111111111111,1,1,0.5355216026306152,0.5987410651312934,0.600739574432373,0.867529296875,0.4528239727020263,0.4424163394504123,0.4972352504730224,0.6401798672146267,0.565915870666504,0.624202389187283,0.565915870666504,0.6189526028103298,0.564439344406128,0.6189526028103298,0.5555803775787354,0.6189526028103298,0.56886887550354,0.6189526028103298,0.5496743679046631,0.6504512363009982,0.5747748374938965,0.6478263854980468,0.5408154010772706,0.6845747205946181,0.5954458236694335,0.6583258734809028,0.5422918796539307,0.7055738661024306,0.5910163402557373,0.6347019619411892,0.5555803775787354,0.7213231404622396,0.5703453540802002,0.7213231404622396,0.5570568561553955,0.7790706210666233,0.5703453540802002,0.7790706210666233,0.5600098609924317,0.8315683152940538,0.565915870666504,0.8368181016710069,0.4788318157196045,0.4650123596191406,0.481004524230957,0.4611497667100694,0.4777454853057861,0.4611497667100694,0.4853499412536621,0.4650123596191406,0.4755727767944336,0.463081063164605,0.4896953105926513,0.4804626040988498,0.4734001159667969,0.484325197007921,0.4929543495178222,0.484325197007921,0.4657956600189209,0.4959128909640842,0.4788318157196045,0.4746687571207682,0.4581912517547607,0.4939815945095486,0.4875226020812988,0.5384011586507161,0.4766591548919677,0.5384011586507161,0.4875226020812988,0.5828206804063585,0.4788318157196045,0.5828206804063585,0.4875226020812988,0.6195150587293837,0.4831772327423095,0.6156525505913628
9,0.315,0.5438888888888889,0.6798437500000001,0.5469444444444445,0.7826562499999999,0.9472222222222222,0.21625,0.9436111111111111,0.4734375,0.4736111111111111,1,1,0.5355409622192383,0.5987152523464627,0.6007196426391601,0.8675457424587674,0.4527936458587646,0.4423902723524305,0.4972654342651367,0.6401173485649957,0.5659152030944824,0.6241806454128689,0.5659152030944824,0.6189300113254124,0.5644384860992432,0.6189300113254124,0.555578088760376,0.6189300113254124,0.5688686847686768,0.6189300113254124,0.5496711730957031,0.6504335615370008,0.5747756004333496,0.6451830122205946,0.5408108234405518,0.6845624711778429,0.5954497814178467,0.6583094702826606,0.542287540435791,0.7055648379855686,0.5910196304321289,0.6346818288167317,0.555578088760376,0.7213166978624131,0.570345401763916,0.7213166978624131,0.557054853439331,0.7790732489691841,0.570345401763916,0.7790732489691841,0.5600082874298096,0.8315791659884982,0.5659152030944824,0.8368297153049045,0.4788310527801513,0.464982181125217,0.4810033798217773,0.4611202663845486,0.4777449131011962,0.4611202663845486,0.4853479385375976,0.464982181125217,0.4755726337432861,0.463051266140408,0.4896925449371337,0.4804295857747396,0.4734003067016601,0.4842914157443576,0.492950963973999,0.4842914157443576,0.4657972812652587,0.4958769904242621,0.4788310527801513,0.4746368408203125,0.4581942558288574,0.4939460754394531,0.4875202178955078,0.5383574591742621,0.4766587734222412,0.5383574591742621,0.4875202178955078,0.5827688429090712,0.4788310527801513,0.5827688429090712,0.4875202178955078,0.6194564819335937,0.4831756591796875,0.6155946519639757
