Frame,x1,y1,x2,y2,bbox_conf,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y
0,0.535387372970581,0.5986795637342665,0.6007884979248047,0.867661624484592,0.9987041,0.5658716201782227,0.6241592407226563,0.5658716201782227,0.6189057244194879,0.5643940448760987,0.6189057244194879,0.5555286884307862,0.6189057244194879,0.5688267230987549,0.6215325249565973,0.5496184349060058,0.6504270765516493,0.5747370243072509,0.6478002760145399,0.5407530784606933,0.6845751444498698,0.595422887802124,0.6556805928548177,0.5422306060791016,0.7055893792046442,0.5909902095794678,0.6320396423339844,0.5555286884307862,0.7213500128851996,0.5703042984008789,0.7213500128851996,0.5584837913513183,0.7791391160753038,0.5703042984008789,0.7791391160753038,0.5599613666534424,0.8316747029622396,0.5658716201782227,0.8395550198025173
0,0.45357379913330076,0.44311099582248265,0.49793577194213867,0.6399439917670355,0.99616385,0.48170156478881837,0.4656006707085503,0.48278279304504396,0.46175626118977864,0.4795391082763672,0.46175626118977864,0.4860265254974365,0.4636784871419271,0.47629537582397463,0.4636784871419271,0.4903514862060547,0.480978266398112,0.47413291931152346,0.4848226335313585,0.4957576274871826,0.4886670430501302,0.4654830455780029,0.4982780032687717,0.48278279304504396,0.480978266398112,0.4568331241607666,0.5021224127875434,0.4881889820098877,0.5386441548665365,0.47629537582397463,0.5386441548665365,0.4871077537536621,0.5828547159830729,0.4784578800201416,0.5809324900309245,0.4871077537536621,0.6193764156765408,0.48278279304504396,0.6174542321099176
0,0.4821540355682373,0.32865369584825305,0.5133243083953858,0.41791216532389325,0.9672636,0.4960230827331543,0.3493121253119575,0.49798431396484377,0.34756880866156686,0.49504241943359373,0.34669715033637155,0.5014164924621582,0.3484404669867622,0.494061803817749,0.34669715033637155,0.5058292865753173,0.363258785671658,0.48964900970458985,0.3641304439968533,0.5092614650726318,0.38505037095811634,0.48523621559143065,0.38505037095811634,0.5082808494567871,0.4033553229437934,0.48572654724121095,0.4033553229437934,0.5028874397277832,0.40597034030490453,0.4911199569702148,0.40597034030490453,0.5026422500610351,0.4273261176215278,0.49283604621887206,0.4273261176215278,0.5006810188293457,0.4273261176215278,0.4938166618347168,0.4273261176215278
0,0.0887343406677246,0.5402903238932292,0.147230863571167,0.643070560031467,0.95219874,0.11379339694976806,0.5625675625271267,0.11455507278442383,0.5585053337944879,0.11227004528045655,0.5571512434217665,0.11455507278442383,0.5571512434217665,0.10617666244506836,0.5571512434217665,0.11227004528045655,0.5828788757324219,0.1016066312789917,0.5828788757324219,0.12141013145446777,0.6126687791612413,0.1092233657836914,0.6275637308756511,0.1328352451324463,0.6167310078938802,0.13055021762847902,0.6248555501302083,0.11150836944580078,0.6424586825900608,0.1016066312789917,0.643812730577257,0.13969030380249023,0.6248555501302083,0.140451979637146,0.6343341403537326,0.1469261884689331,0.6756337483723959,0.1530195951461792,0.6729255676269531
0,0.8364215850830078,0.40305247836642794,0.8943517684936524,0.6026366339789496,0.8923992,0.8714166641235351,0.42975468105740017,0.8725130081176757,0.423907470703125,0.8703203201293945,0.4258565690782335,0.8758020401000977,0.423907470703125,0.8692238807678223,0.4258565690782335,0.8812837600708008,0.44924532572428383,0.8779947280883789,0.445347171359592,0.8736093521118165,0.4804303487141927,0.8692238807678223,0.47458313835991756,0.8571640968322753,0.47458313835991756,0.8582604408264161,0.47458313835991756,0.8779947280883789,0.5077172173394098,0.8714166641235351,0.4999209933810764,0.849489688873291,0.5194116380479601,0.8440078735351563,0.5135644276936849,0.8516823768615722,0.5759344736735026,0.8505860328674316,0.5759344736735026
0,0.8445932388305664,0.4028357187906901,0.8922862052917481,0.5171651204427083,0.7776663,0.8681256294250488,0.4292967478434245,0.8693817138671875,0.4259472317165799,0.8693817138671875,0.42483075459798175,0.8731498718261719,0.42483075459798175,0.8806862831115723,0.42148123847113717,0.8806862831115723,0.4493936750623915,0.883198356628418,0.44492772420247395,0.8693817138671875,0.4828886244032118,0.8693817138671875,0.4750731574164497,0.8568211555480957,0.5007525973849827,0.8580771446228027,0.47172364128960503,0.8762900352478027,0.5085680643717448,0.8800581932067871,0.5108011033799913,0.8461445808410645,0.5141505771213107,0.8442605018615723,0.5108011033799913,0.8483427047729493,0.5292232937282986,0.8395503044128418,0.5292232937282986
1,0.5354526996612549,0.5988508436414931,0.6006501674652099,0.8676361931694878,0.9986945,0.5658367156982422,0.6243119133843316,0.5658367156982422,0.6190622117784288,0.564360237121582,0.6190622117784288,0.5555013656616211,0.6190622117784288,0.5687896728515625,0.6190622117784288,0.5495954513549804,0.6505604214138455,0.5746955871582031,0.6479355706108941,0.5407364845275879,0.6846835666232639,0.595366382598877,0.6558101230197483,0.542212963104248,0.7056824578179254,0.5909369468688965,0.6321864657931857,0.5555013656616211,0.7214315626356337,0.5702661514282227,0.7214315626356337,0.5584543228149415,0.7791784498426649,0.5702661514282227,0.7791784498426649,0.5599308013916016,0.8316756354437934,0.5673131942749023,0.8395501878526476
1,0.45372891426086426,0.44251988728841146,0.49811205863952634,0.6399311065673828,0.9954756,0.48080034255981446,0.46507568359375,0.48296918869018557,0.46314782036675345,0.47863154411315917,0.46314782036675345,0.4862224102020264,0.46507568359375,0.47646269798278806,0.46507568359375,0.49056005477905273,0.48049841986762154,0.474293851852417,0.4843541039360894,0.49598212242126466,0.4862819671630859,0.46561856269836427,0.4978490193684896,0.481884765625,0.48049841986762154,0.4569432735443115,0.49977688259548614,0.48839125633239744,0.5383337656656901,0.47646269798278806,0.5383337656656901,0.4873068332672119,0.5826741536458333,0.47863154411315917,0.5807463328043619,0.4873068332672119,0.6193031734890408,0.48296918869018557,0.6173753950330946
1,0.48218021392822263,0.32876610226101344,0.5132812976837158,0.4168066236707899,0.9646922,0.49603805541992185,0.34914268917507596,0.4979725360870361,0.34742310841878254,0.4950707912445068,0.34656336042616104,0.501357889175415,0.34828289879692925,0.49410357475280764,0.34656336042616104,0.5061940670013427,0.3637588077121311,0.48975095748901365,0.3637588077121311,0.5090958118438721,0.384393310546875,0.4853983879089355,0.384393310546875,0.5081285953521728,0.4033082750108507,0.48636565208435056,0.4033082750108507,0.5028087615966796,0.4058875613742404,0.49120182991027833,0.4058875613742404,0.5025669574737549,0.42609219021267364,0.49289450645446775,0.42609219021267364,0.5035341739654541,0.42609219021267364,0.493619966506958,0.4222231970893012
1,0.08902143836021423,0.5397433386908637,0.1479080080986023,0.6431390974256728,0.96007717,0.11348083019256591,0.5621342553032769,0.11424758434295654,0.5580448998345269,0.11194733381271363,0.5580448998345269,0.11501433849334716,0.5566817813449436,0.1065800666809082,0.5580448998345269,0.11271407604217529,0.5825809478759766,0.10121279954910278,0.5825809478759766,0.12114835977554321,0.6152957068549262,0.10888031721115113,0.6275637732611762,0.13264963626861573,0.6166588253445096,0.1303493857383728,0.6248375362820096,0.11194733381271363,0.6425579918755425,0.10197955369949341,0.6425579918755425,0.1395504117012024,0.6248375362820096,0.14031715393066407,0.6316531287299262,0.15373532772064208,0.6323346879747179,0.1303493857383728,0.6207481808132596
